,,,,,All Type of Report (All Grades) for 01-Jan-2025 to 28-Mar-2026,,,,
Commodity Group,Commodity,Date,MSP,Arrival Quantity 01-01-2025 to 28-03-2026,Arrival Unit,Min Price 01-01-2025 to 28-03-2026,Modal Price 01-01-2025 to 28-03-2026,Max Price 01-01-2025 to 28-03-2026,Price Unit
Cereals,Ragi(Finger Millet),04-09-2025,4886.00,3.36,Metric Tonnes,3553.09,3745.06,3865.57,Rs./Quintal
Cereals,Rice,04-09-2025,-,12035.64,Metric Tonnes,3088.30,3443.70,3800.29,Rs./Quintal
Cereals,Wheat,04-09-2025,2425.00,43025.82,Metric Tonnes,2501.88,2612.30,2710.52,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),05-09-2025,2775.00,742.38,Metric Tonnes,2071.79,2369.19,2547.26,Rs./Quintal
Cereals,Barley(Jau),05-09-2025,1980.00,408.78,Metric Tonnes,2225.31,2279.13,2332.19,Rs./Quintal
Cereals,Jowar(Sorghum),05-09-2025,3699.00,306.11,Metric Tonnes,2999.52,4245.08,4966.74,Rs./Quintal
Cereals,Kodo Millet(Varagu),05-09-2025,-,12.52,Metric Tonnes,2300.00,2300.00,2300.00,Rs./Quintal
Cereals,Kutki,05-09-2025,-,15.00,Metric Tonnes,3500.00,3680.00,3680.00,Rs./Quintal
Cereals,Maize,05-09-2025,2400.00,18304.74,Metric Tonnes,2123.33,2187.66,2230.21,Rs./Quintal
Cereals,Paddy(Basmati),05-09-2025,-,1599.80,Metric Tonnes,2540.88,2736.99,2883.53,Rs./Quintal
Cereals,Paddy(Common),05-09-2025,2369.00,6495.61,Metric Tonnes,2098.12,2196.01,2278.50,Rs./Quintal
Cereals,Ragi(Finger Millet),05-09-2025,4886.00,0.20,Metric Tonnes,5200.00,5300.00,5500.00,Rs./Quintal
Cereals,Rice,05-09-2025,-,12838.93,Metric Tonnes,3272.39,3424.22,3591.63,Rs./Quintal
Cereals,Same/Savi,05-09-2025,-,21.10,Metric Tonnes,2200.00,2200.00,2200.00,Rs./Quintal
Cereals,Wheat,05-09-2025,2425.00,29276.31,Metric Tonnes,2517.40,2582.83,2641.60,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),06-09-2025,2775.00,972.38,Metric Tonnes,2128.85,2341.47,2488.45,Rs./Quintal
Cereals,Barley(Jau),06-09-2025,1980.00,444.96,Metric Tonnes,2215.88,2268.81,2319.49,Rs./Quintal
Cereals,Foxtail Millet(Navane),06-09-2025,-,0.50,Metric Tonnes,2397.00,2397.00,2420.00,Rs./Quintal
Cereals,Jowar(Sorghum),06-09-2025,3699.00,271.22,Metric Tonnes,3151.39,3719.77,4084.99,Rs./Quintal
Cereals,Kodo Millet(Varagu),06-09-2025,-,34.65,Metric Tonnes,2243.72,2243.72,2243.72,Rs./Quintal
Cereals,Kutki,06-09-2025,-,73.24,Metric Tonnes,2955.82,3265.70,3566.03,Rs./Quintal
Cereals,Maize,06-09-2025,2400.00,13398.52,Metric Tonnes,2036.72,2189.48,2163.57,Rs./Quintal
Cereals,Paddy(Basmati),06-09-2025,-,1929.50,Metric Tonnes,2371.07,2617.48,2810.76,Rs./Quintal
Cereals,Paddy(Common),06-09-2025,2369.00,10936.01,Metric Tonnes,2075.23,2220.48,2241.87,Rs./Quintal
Cereals,Ragi(Finger Millet),06-09-2025,4886.00,17.20,Metric Tonnes,3316.28,3593.02,3323.26,Rs./Quintal
Cereals,Rice,06-09-2025,-,13815.93,Metric Tonnes,3189.28,3356.57,3511.92,Rs./Quintal
Cereals,Wheat,06-09-2025,2425.00,29991.15,Metric Tonnes,2508.69,2563.07,2609.10,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),07-09-2025,2775.00,229.47,Metric Tonnes,2274.50,2363.91,2413.35,Rs./Quintal
Cereals,Barley(Jau),07-09-2025,1980.00,127.30,Metric Tonnes,2129.98,2178.14,2236.04,Rs./Quintal
Cereals,Hybrid Cumbu,07-09-2025,-,0.04,Metric Tonnes,3000.00,3500.00,4000.00,Rs./Quintal
Cereals,Jowar(Sorghum),07-09-2025,3699.00,44.60,Metric Tonnes,1965.29,2117.87,2383.72,Rs./Quintal
Cereals,Kutki,07-09-2025,-,12.42,Metric Tonnes,3100.00,3200.00,3200.00,Rs./Quintal
Cereals,Maize,07-09-2025,2400.00,7141.80,Metric Tonnes,2110.51,2162.70,2184.73,Rs./Quintal
Cereals,Paddy(Basmati),07-09-2025,-,1512.00,Metric Tonnes,2465.43,2655.13,2940.55,Rs./Quintal
Cereals,Paddy(Common),07-09-2025,2369.00,2612.42,Metric Tonnes,2259.02,2399.98,2533.60,Rs./Quintal
Cereals,Rice,07-09-2025,-,6232.58,Metric Tonnes,3214.54,3664.92,4138.66,Rs./Quintal
Cereals,Wheat,07-09-2025,2425.00,12505.87,Metric Tonnes,2501.24,2547.85,2580.19,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),08-09-2025,2775.00,1675.88,Metric Tonnes,2066.32,2267.23,2424.62,Rs./Quintal
Cereals,Barley(Jau),08-09-2025,1980.00,434.94,Metric Tonnes,2255.45,2292.86,2321.93,Rs./Quintal
Cereals,Foxtail Millet(Navane),08-09-2025,-,5.80,Metric Tonnes,1250.00,2370.00,2370.00,Rs./Quintal
Cereals,Jowar(Sorghum),08-09-2025,3699.00,1505.30,Metric Tonnes,2391.65,2744.73,3077.74,Rs./Quintal
Cereals,Kodo Millet(Varagu),08-09-2025,-,30.20,Metric Tonnes,2275.50,2275.50,2275.50,Rs./Quintal
Cereals,Kutki,08-09-2025,-,15.34,Metric Tonnes,3235.72,3302.87,3302.87,Rs./Quintal
Cereals,Maize,08-09-2025,2400.00,17934.50,Metric Tonnes,2051.57,2126.82,2195.89,Rs./Quintal
Cereals,Paddy(Basmati),08-09-2025,-,2418.50,Metric Tonnes,2773.57,2943.25,3207.83,Rs./Quintal
Cereals,Paddy(Common),08-09-2025,2369.00,18735.22,Metric Tonnes,2043.17,2164.95,2236.78,Rs./Quintal
Cereals,Ragi(Finger Millet),08-09-2025,4886.00,19.29,Metric Tonnes,2378.13,3138.03,2536.14,Rs./Quintal
Cereals,Rice,08-09-2025,-,12871.29,Metric Tonnes,3119.57,3499.40,3924.12,Rs./Quintal
Cereals,Same/Savi,08-09-2025,-,10.60,Metric Tonnes,2000.00,2000.00,2000.00,Rs./Quintal
Cereals,Wheat,08-09-2025,2425.00,54894.13,Metric Tonnes,2494.91,2627.41,2735.85,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),09-09-2025,2775.00,2227.45,Metric Tonnes,2029.37,2246.84,2431.35,Rs./Quintal
Cereals,Barley(Jau),09-09-2025,1980.00,362.74,Metric Tonnes,2268.17,2328.53,2368.98,Rs./Quintal
Cereals,Foxtail Millet(Navane),09-09-2025,-,1.20,Metric Tonnes,2859.00,2859.00,2859.00,Rs./Quintal
Cereals,Hybrid Cumbu,09-09-2025,-,0.30,Metric Tonnes,4000.00,5000.00,6000.00,Rs./Quintal
Cereals,Jowar(Sorghum),09-09-2025,3699.00,860.89,Metric Tonnes,2428.12,3061.25,3675.96,Rs./Quintal
Cereals,Kodo Millet(Varagu),09-09-2025,-,65.73,Metric Tonnes,2318.28,2348.48,2353.80,Rs./Quintal
Cereals,Kutki,09-09-2025,-,73.00,Metric Tonnes,3032.19,3300.34,3368.08,Rs./Quintal
Cereals,Maize,09-09-2025,2400.00,14333.20,Metric Tonnes,1957.57,2068.22,2116.26,Rs./Quintal
Cereals,Paddy(Basmati),09-09-2025,-,2282.40,Metric Tonnes,2517.59,2727.17,2950.55,Rs./Quintal
Cereals,Paddy(Common),09-09-2025,2369.00,13331.99,Metric Tonnes,1970.17,2169.18,2285.31,Rs./Quintal
Cereals,Ragi(Finger Millet),09-09-2025,4886.00,19.62,Metric Tonnes,428.03,3524.24,524.46,Rs./Quintal
Cereals,Rice,09-09-2025,-,9309.87,Metric Tonnes,3332.87,3442.39,3593.96,Rs./Quintal
Cereals,Wheat,09-09-2025,2425.00,61427.70,Metric Tonnes,2492.05,2634.97,2751.98,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),10-09-2025,2775.00,2227.59,Metric Tonnes,2063.22,2296.98,2478.62,Rs./Quintal
Cereals,Barley(Jau),10-09-2025,1980.00,479.37,Metric Tonnes,2245.09,2291.89,2337.17,Rs./Quintal
Cereals,Foxtail Millet(Navane),10-09-2025,-,9.00,Metric Tonnes,2316.67,2366.11,2366.11,Rs./Quintal
Cereals,Jowar(Sorghum),10-09-2025,3699.00,879.29,Metric Tonnes,2416.46,3084.38,3599.44,Rs./Quintal
Cereals,Kodo Millet(Varagu),10-09-2025,-,28.00,Metric Tonnes,2228.21,2244.82,2244.82,Rs./Quintal
Cereals,Kutki,10-09-2025,-,8.76,Metric Tonnes,3000.00,3050.00,3100.00,Rs./Quintal
Cereals,Maize,10-09-2025,2400.00,18961.55,Metric Tonnes,1952.09,2048.43,2166.72,Rs./Quintal
Cereals,Paddy(Basmati),10-09-2025,-,4050.20,Metric Tonnes,2326.54,2882.59,3010.55,Rs./Quintal
Cereals,Paddy(Common),10-09-2025,2369.00,13793.18,Metric Tonnes,2002.30,2174.22,2272.57,Rs./Quintal
Cereals,Ragi(Finger Millet),10-09-2025,4886.00,40.25,Metric Tonnes,2812.18,3041.33,3033.52,Rs./Quintal
Cereals,Rice,10-09-2025,-,12692.57,Metric Tonnes,3230.78,3418.80,3722.21,Rs./Quintal
Cereals,Wheat,10-09-2025,2425.00,104189.34,Metric Tonnes,2448.21,2552.12,2645.50,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),11-09-2025,2775.00,2958.41,Metric Tonnes,2013.75,2239.72,2461.92,Rs./Quintal
Cereals,Barley(Jau),11-09-2025,1980.00,471.55,Metric Tonnes,2267.15,2319.57,2415.05,Rs./Quintal
Cereals,Foxtail Millet(Navane),11-09-2025,-,0.30,Metric Tonnes,1880.00,1880.00,1880.00,Rs./Quintal
Cereals,Hybrid Cumbu,11-09-2025,-,0.02,Metric Tonnes,3000.00,3500.00,4000.00,Rs./Quintal
Cereals,Jowar(Sorghum),11-09-2025,3699.00,1803.60,Metric Tonnes,2370.40,2834.08,3172.81,Rs./Quintal
Cereals,Kodo Millet(Varagu),11-09-2025,-,102.60,Metric Tonnes,2275.16,2292.66,2332.80,Rs./Quintal
Cereals,Kutki,11-09-2025,-,5.56,Metric Tonnes,3600.00,3600.00,3600.00,Rs./Quintal
Cereals,Maize,11-09-2025,2400.00,19446.08,Metric Tonnes,1934.79,2012.21,2177.75,Rs./Quintal
Cereals,Paddy(Basmati),11-09-2025,-,4002.60,Metric Tonnes,2517.72,2809.17,3054.14,Rs./Quintal
Cereals,Paddy(Common),11-09-2025,2369.00,11905.00,Metric Tonnes,1949.72,2291.24,2286.04,Rs./Quintal
Cereals,Ragi(Finger Millet),11-09-2025,4886.00,128.02,Metric Tonnes,3346.93,3621.46,3744.23,Rs./Quintal
Cereals,Rice,11-09-2025,-,12175.49,Metric Tonnes,3229.03,3394.47,3562.91,Rs./Quintal
Cereals,Wheat,11-09-2025,2425.00,68267.24,Metric Tonnes,2448.94,2610.56,2727.87,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),12-09-2025,2775.00,4045.21,Metric Tonnes,1958.30,2161.90,2356.64,Rs./Quintal
Cereals,Barley(Jau),12-09-2025,1980.00,463.48,Metric Tonnes,2235.64,2286.25,2336.32,Rs./Quintal
Cereals,Foxtail Millet(Navane),12-09-2025,-,4.10,Metric Tonnes,2075.12,2075.12,2075.12,Rs./Quintal
Cereals,Jowar(Sorghum),12-09-2025,3699.00,923.81,Metric Tonnes,2446.20,3239.22,3806.29,Rs./Quintal
Cereals,Maize,12-09-2025,2400.00,40408.23,Metric Tonnes,2057.00,2110.54,2153.04,Rs./Quintal
Cereals,Paddy(Basmati),12-09-2025,-,9575.00,Metric Tonnes,2523.68,2948.89,3159.31,Rs./Quintal
Cereals,Paddy(Common),12-09-2025,2369.00,12399.52,Metric Tonnes,2027.97,2254.93,2320.86,Rs./Quintal
Cereals,Ragi(Finger Millet),12-09-2025,4886.00,1.82,Metric Tonnes,1467.62,4236.59,1779.54,Rs./Quintal
Cereals,Rice,12-09-2025,-,20564.15,Metric Tonnes,3306.81,3550.82,3865.63,Rs./Quintal
Cereals,Wheat,12-09-2025,2425.00,34567.80,Metric Tonnes,2520.97,2604.38,2686.47,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),13-09-2025,2775.00,3225.83,Metric Tonnes,1970.92,2192.22,2349.72,Rs./Quintal
Cereals,Barley(Jau),13-09-2025,1980.00,362.57,Metric Tonnes,2214.04,2255.42,2293.78,Rs./Quintal
Cereals,Foxtail Millet(Navane),13-09-2025,-,18.30,Metric Tonnes,1683.11,2371.64,2388.85,Rs./Quintal
Cereals,Jowar(Sorghum),13-09-2025,3699.00,593.73,Metric Tonnes,2261.42,3207.38,3916.95,Rs./Quintal
Cereals,Kodo Millet(Varagu),13-09-2025,-,105.56,Metric Tonnes,2285.79,2305.97,2311.94,Rs./Quintal
Cereals,Kutki,13-09-2025,-,67.30,Metric Tonnes,2947.85,3360.77,3360.77,Rs./Quintal
Cereals,Maize,13-09-2025,2400.00,14613.59,Metric Tonnes,1969.75,2061.02,2142.82,Rs./Quintal
Cereals,Paddy(Basmati),13-09-2025,-,12636.50,Metric Tonnes,2594.22,2866.97,3124.04,Rs./Quintal
Cereals,Paddy(Common),13-09-2025,2369.00,10518.63,Metric Tonnes,2091.02,2214.22,2315.21,Rs./Quintal
Cereals,Rice,13-09-2025,-,9527.22,Metric Tonnes,3214.68,3321.85,3475.29,Rs./Quintal
Cereals,Wheat,13-09-2025,2425.00,34625.51,Metric Tonnes,2513.86,2596.62,2672.05,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),14-09-2025,2775.00,547.41,Metric Tonnes,2056.06,2314.27,2563.04,Rs./Quintal
Cereals,Barley(Jau),14-09-2025,1980.00,161.20,Metric Tonnes,2154.30,2238.74,2303.54,Rs./Quintal
Cereals,Hybrid Cumbu,14-09-2025,-,0.05,Metric Tonnes,3000.00,3500.00,4000.00,Rs./Quintal
Cereals,Jowar(Sorghum),14-09-2025,3699.00,19.96,Metric Tonnes,2337.58,2602.10,3149.75,Rs./Quintal
Cereals,Kodo Millet(Varagu),14-09-2025,-,22.24,Metric Tonnes,2300.00,2324.62,2324.62,Rs./Quintal
Cereals,Kutki,14-09-2025,-,30.09,Metric Tonnes,3450.00,3700.00,3700.00,Rs./Quintal
Cereals,Maize,14-09-2025,2400.00,8829.76,Metric Tonnes,2019.40,2067.46,2125.37,Rs./Quintal
Cereals,Paddy(Basmati),14-09-2025,-,5063.70,Metric Tonnes,2576.89,2914.49,3017.43,Rs./Quintal
Cereals,Paddy(Common),14-09-2025,2369.00,5187.45,Metric Tonnes,2079.73,2328.94,2427.40,Rs./Quintal
Cereals,Rice,14-09-2025,-,4288.70,Metric Tonnes,3231.30,3403.44,3631.79,Rs./Quintal
Cereals,Wheat,14-09-2025,2425.00,14915.76,Metric Tonnes,2494.90,2548.53,2579.71,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),15-09-2025,2775.00,7199.19,Metric Tonnes,1995.48,2231.06,2421.46,Rs./Quintal
Cereals,Barley(Jau),15-09-2025,1980.00,458.90,Metric Tonnes,2221.10,2283.02,2318.79,Rs./Quintal
Cereals,Foxtail Millet(Navane),15-09-2025,-,1.60,Metric Tonnes,1669.00,2229.00,2229.00,Rs./Quintal
Cereals,Jowar(Sorghum),15-09-2025,3699.00,758.14,Metric Tonnes,2318.40,3027.90,3600.35,Rs./Quintal
Cereals,Kodo Millet(Varagu),15-09-2025,-,82.80,Metric Tonnes,2298.39,2340.11,2340.11,Rs./Quintal
Cereals,Kutki,15-09-2025,-,38.00,Metric Tonnes,3041.45,3355.26,3355.26,Rs./Quintal
Cereals,Maize,15-09-2025,2400.00,18339.71,Metric Tonnes,1914.84,2009.44,2145.65,Rs./Quintal
Cereals,Paddy(Basmati),15-09-2025,-,16346.50,Metric Tonnes,2631.10,2958.46,3167.04,Rs./Quintal
Cereals,Paddy(Common),15-09-2025,2369.00,16378.61,Metric Tonnes,1983.83,2216.43,2349.59,Rs./Quintal
Cereals,Ragi(Finger Millet),15-09-2025,4886.00,19.27,Metric Tonnes,1604.59,3543.40,1774.87,Rs./Quintal
Cereals,Rice,15-09-2025,-,12767.68,Metric Tonnes,3069.67,3356.99,3763.28,Rs./Quintal
Cereals,Wheat,15-09-2025,2425.00,66684.31,Metric Tonnes,2462.29,2622.06,2753.93,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),16-09-2025,2775.00,7439.73,Metric Tonnes,2009.49,2231.15,2443.17,Rs./Quintal
Cereals,Barley(Jau),16-09-2025,1980.00,473.95,Metric Tonnes,2186.07,2256.08,2304.85,Rs./Quintal
Cereals,Foxtail Millet(Navane),16-09-2025,-,51.00,Metric Tonnes,1514.51,2349.80,2595.49,Rs./Quintal
Cereals,Hybrid Cumbu,16-09-2025,-,0.30,Metric Tonnes,3000.00,3500.00,4000.00,Rs./Quintal
Cereals,Jowar(Sorghum),16-09-2025,3699.00,836.46,Metric Tonnes,2639.21,3394.02,4014.76,Rs./Quintal
Cereals,Kodo Millet(Varagu),16-09-2025,-,85.50,Metric Tonnes,2267.21,2314.07,2314.07,Rs./Quintal
Cereals,Kutki,16-09-2025,-,69.40,Metric Tonnes,3544.05,3610.59,3610.59,Rs./Quintal
Cereals,Maize,16-09-2025,2400.00,17642.09,Metric Tonnes,1831.67,2063.74,2033.50,Rs./Quintal
Cereals,Paddy(Basmati),16-09-2025,-,12904.80,Metric Tonnes,2695.30,2976.43,3168.83,Rs./Quintal
Cereals,Paddy(Common),16-09-2025,2369.00,16238.82,Metric Tonnes,1984.12,2191.53,2333.54,Rs./Quintal
Cereals,Ragi(Finger Millet),16-09-2025,4886.00,37.07,Metric Tonnes,3973.09,4088.98,3998.70,Rs./Quintal
Cereals,Rice,16-09-2025,-,11012.40,Metric Tonnes,3258.60,3487.72,3796.71,Rs./Quintal
Cereals,Wheat,16-09-2025,2425.00,58484.43,Metric Tonnes,2480.44,2628.23,2742.95,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),17-09-2025,2775.00,7832.23,Metric Tonnes,2048.95,2259.99,2467.98,Rs./Quintal
Cereals,Barley(Jau),17-09-2025,1980.00,415.95,Metric Tonnes,2180.84,2234.60,2306.83,Rs./Quintal
Cereals,Foxtail Millet(Navane),17-09-2025,-,34.10,Metric Tonnes,1836.77,2063.87,2251.90,Rs./Quintal
Cereals,Hybrid Cumbu,17-09-2025,-,0.03,Metric Tonnes,4000.00,4500.00,5000.00,Rs./Quintal
Cereals,Jowar(Sorghum),17-09-2025,3699.00,598.33,Metric Tonnes,2787.29,3353.79,3725.03,Rs./Quintal
Cereals,Kodo Millet(Varagu),17-09-2025,-,85.80,Metric Tonnes,2320.20,2324.03,2324.74,Rs./Quintal
Cereals,Kutki,17-09-2025,-,15.71,Metric Tonnes,3550.00,3650.00,3650.00,Rs./Quintal
Cereals,Maize,17-09-2025,2400.00,16855.93,Metric Tonnes,1979.85,2067.33,2163.64,Rs./Quintal
Cereals,Paddy(Basmati),17-09-2025,-,17665.35,Metric Tonnes,2717.65,3003.77,3125.07,Rs./Quintal
Cereals,Paddy(Common),17-09-2025,2369.00,14189.87,Metric Tonnes,2037.25,2250.45,2460.69,Rs./Quintal
Cereals,Ragi(Finger Millet),17-09-2025,4886.00,33.56,Metric Tonnes,3037.51,3436.41,3473.81,Rs./Quintal
Cereals,Rice,17-09-2025,-,12423.88,Metric Tonnes,3148.11,3353.99,3629.30,Rs./Quintal
Cereals,Wheat,17-09-2025,2425.00,54652.28,Metric Tonnes,2458.17,2598.53,2716.13,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),18-09-2025,2775.00,4964.16,Metric Tonnes,2053.57,2293.81,2488.41,Rs./Quintal
Cereals,Barley(Jau),18-09-2025,1980.00,331.44,Metric Tonnes,2239.42,2300.77,2342.16,Rs./Quintal
Cereals,Foxtail Millet(Navane),18-09-2025,-,6.60,Metric Tonnes,2152.64,2152.64,2152.64,Rs./Quintal
Cereals,Jowar(Sorghum),18-09-2025,3699.00,798.48,Metric Tonnes,2449.18,3006.75,4511.13,Rs./Quintal
Cereals,Kodo Millet(Varagu),18-09-2025,-,108.12,Metric Tonnes,2198.41,2224.51,2224.88,Rs./Quintal
Cereals,Kutki,18-09-2025,-,79.21,Metric Tonnes,3047.27,3184.13,3268.35,Rs./Quintal
Cereals,Maize,18-09-2025,2400.00,15894.80,Metric Tonnes,1997.75,2092.07,2184.14,Rs./Quintal
Cereals,Paddy(Basmati),18-09-2025,-,17691.10,Metric Tonnes,2774.38,2989.88,3160.99,Rs./Quintal
Cereals,Paddy(Common),18-09-2025,2369.00,18827.83,Metric Tonnes,2009.40,2167.29,2326.00,Rs./Quintal
Cereals,Ragi(Finger Millet),18-09-2025,4886.00,32.72,Metric Tonnes,3972.93,3995.28,3997.22,Rs./Quintal
Cereals,Rice,18-09-2025,-,11244.24,Metric Tonnes,3334.30,3473.41,3637.29,Rs./Quintal
Cereals,Wheat,18-09-2025,2425.00,50429.42,Metric Tonnes,2473.01,2588.66,2701.40,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),19-09-2025,2775.00,5316.02,Metric Tonnes,2079.80,2278.20,2446.04,Rs./Quintal
Cereals,Barley(Jau),19-09-2025,1980.00,537.46,Metric Tonnes,2172.50,2263.78,2310.90,Rs./Quintal
Cereals,Foxtail Millet(Navane),19-09-2025,-,16.00,Metric Tonnes,2440.00,2440.00,2440.00,Rs./Quintal
Cereals,Jowar(Sorghum),19-09-2025,3699.00,923.05,Metric Tonnes,2471.19,3241.85,3829.49,Rs./Quintal
Cereals,Kodo Millet(Varagu),19-09-2025,-,85.73,Metric Tonnes,2274.27,2301.11,2301.11,Rs./Quintal
Cereals,Kutki,19-09-2025,-,35.31,Metric Tonnes,3485.84,3550.22,3571.68,Rs./Quintal
Cereals,Maize,19-09-2025,2400.00,39694.46,Metric Tonnes,2140.65,2185.44,2235.18,Rs./Quintal
Cereals,Paddy(Basmati),19-09-2025,-,18468.16,Metric Tonnes,2758.52,2998.48,3199.05,Rs./Quintal
Cereals,Paddy(Common),19-09-2025,2369.00,16457.60,Metric Tonnes,2040.22,2168.10,2265.68,Rs./Quintal
Cereals,Ragi(Finger Millet),19-09-2025,4886.00,5.83,Metric Tonnes,2695.98,3024.05,3160.87,Rs./Quintal
Cereals,Rice,19-09-2025,-,14007.84,Metric Tonnes,3344.81,3482.96,3620.56,Rs./Quintal
Cereals,Same/Savi,19-09-2025,-,15.01,Metric Tonnes,2102.48,2102.48,2102.48,Rs./Quintal
Cereals,Wheat,19-09-2025,2425.00,60480.90,Metric Tonnes,2483.15,2590.06,2691.62,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),20-09-2025,2775.00,6026.94,Metric Tonnes,2078.22,2235.66,2378.16,Rs./Quintal
Cereals,Barley(Jau),20-09-2025,1980.00,338.42,Metric Tonnes,2244.49,2306.06,2366.88,Rs./Quintal
Cereals,Foxtail Millet(Navane),20-09-2025,-,2.00,Metric Tonnes,1260.00,1340.00,1619.00,Rs./Quintal
Cereals,Jowar(Sorghum),20-09-2025,3699.00,589.49,Metric Tonnes,2579.59,3339.04,4130.48,Rs./Quintal
Cereals,Kodo Millet(Varagu),20-09-2025,-,34.77,Metric Tonnes,2222.35,2236.73,2236.73,Rs./Quintal
Cereals,Kutki,20-09-2025,-,12.46,Metric Tonnes,3185.00,3188.00,3188.00,Rs./Quintal
Cereals,Maize,20-09-2025,2400.00,15219.88,Metric Tonnes,2005.91,2086.15,2182.35,Rs./Quintal
Cereals,Paddy(Basmati),20-09-2025,-,17845.37,Metric Tonnes,2793.73,2975.41,3145.94,Rs./Quintal
Cereals,Paddy(Common),20-09-2025,2369.00,25137.40,Metric Tonnes,2259.59,2339.90,2413.41,Rs./Quintal
Cereals,Ragi(Finger Millet),20-09-2025,4886.00,0.27,Metric Tonnes,3925.93,5347.22,4370.37,Rs./Quintal
Cereals,Rice,20-09-2025,-,10741.42,Metric Tonnes,3354.54,3541.98,3721.84,Rs./Quintal
Cereals,Same/Savi,20-09-2025,-,0.05,Metric Tonnes,5809.00,5809.00,5809.00,Rs./Quintal
Cereals,Wheat,20-09-2025,2425.00,44260.47,Metric Tonnes,2489.19,2596.35,2715.76,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),21-09-2025,2775.00,232.20,Metric Tonnes,1990.34,2112.20,2227.46,Rs./Quintal
Cereals,Barley(Jau),21-09-2025,1980.00,111.00,Metric Tonnes,2041.79,2111.68,2185.13,Rs./Quintal
Cereals,Jowar(Sorghum),21-09-2025,3699.00,9.20,Metric Tonnes,1887.61,2340.93,3038.09,Rs./Quintal
Cereals,Kodo Millet(Varagu),21-09-2025,-,119.90,Metric Tonnes,2482.57,2712.84,2712.84,Rs./Quintal
Cereals,Maize,21-09-2025,2400.00,6677.23,Metric Tonnes,2086.82,2139.65,2170.54,Rs./Quintal
Cereals,Paddy(Basmati),21-09-2025,-,13980.05,Metric Tonnes,2748.19,3011.15,3217.12,Rs./Quintal
Cereals,Paddy(Common),21-09-2025,2369.00,8864.36,Metric Tonnes,1937.72,2146.68,2350.70,Rs./Quintal
Cereals,Rice,21-09-2025,-,4317.95,Metric Tonnes,3246.72,3488.40,3838.12,Rs./Quintal
Cereals,Same/Savi,21-09-2025,-,10.00,Metric Tonnes,2200.00,2200.00,2200.00,Rs./Quintal
Cereals,Wheat,21-09-2025,2425.00,11701.99,Metric Tonnes,2488.28,2527.59,2554.48,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),22-09-2025,2775.00,7264.32,Metric Tonnes,2026.65,2238.35,2400.53,Rs./Quintal
Cereals,Barley(Jau),22-09-2025,1980.00,456.90,Metric Tonnes,2199.31,2245.06,2281.40,Rs./Quintal
Cereals,Foxtail Millet(Navane),22-09-2025,-,0.33,Metric Tonnes,2190.91,2190.91,2190.91,Rs./Quintal
Cereals,Jowar(Sorghum),22-09-2025,3699.00,499.93,Metric Tonnes,2557.78,2970.79,3287.76,Rs./Quintal
Cereals,Kodo Millet(Varagu),22-09-2025,-,8.00,Metric Tonnes,2100.00,2200.00,2200.00,Rs./Quintal
Cereals,Maize,22-09-2025,2400.00,15623.65,Metric Tonnes,2071.98,2138.01,2198.20,Rs./Quintal
Cereals,Paddy(Basmati),22-09-2025,-,24993.48,Metric Tonnes,2781.50,2982.88,3124.63,Rs./Quintal
Cereals,Paddy(Common),22-09-2025,2369.00,25163.25,Metric Tonnes,2021.82,2171.96,2316.68,Rs./Quintal
Cereals,Ragi(Finger Millet),22-09-2025,4886.00,22.21,Metric Tonnes,2930.16,3333.91,3601.54,Rs./Quintal
Cereals,Rice,22-09-2025,-,11495.77,Metric Tonnes,3262.01,3396.33,3529.20,Rs./Quintal
Cereals,Wheat,22-09-2025,2425.00,39844.76,Metric Tonnes,2500.37,2570.00,2621.33,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),23-09-2025,2775.00,10913.57,Metric Tonnes,2095.48,2250.07,2394.36,Rs./Quintal
Cereals,Barley(Jau),23-09-2025,1980.00,507.00,Metric Tonnes,2148.17,2232.45,2308.67,Rs./Quintal
Cereals,Hybrid Cumbu,23-09-2025,-,0.30,Metric Tonnes,4000.00,4500.00,5000.00,Rs./Quintal
Cereals,Jowar(Sorghum),23-09-2025,3699.00,869.02,Metric Tonnes,2387.50,3287.69,3954.64,Rs./Quintal
